user_id,item_id,rating,timestamp
196,242,3,-0.42626781062943364
186,302,3,1.5324011660765715
22,377,1,-0.8686159456516784
244,51,2,-0.5467855037176663
166,346,1,0.5368330945816497
298,474,4,0.12237563249954941
115,265,2,-0.4411374842303194
253,465,5,1.515694981775857
305,451,3,0.523213835133633
6,86,3,0.013877971180432394
62,257,2,-0.7777975535771428
286,1014,5,-0.7013185038090854
200,222,5,-1.4009637714735708
210,40,3,1.4048244902474645
224,29,3,0.8562409292688733
303,785,3,-0.7566733764995527
122,387,5,-0.7968803107215322
194,274,2,-0.7464791889222273
291,1042,4,-1.6269058616437808
234,1184,2,1.600048347188717
119,392,4,0.49551777918226186
167,486,4,1.7234083839716408
299,144,4,-1.0568322810750495
291,118,2,-1.6271053440572736
308,1,4,0.7873904911972923
95,546,2,-0.8107080349056005
38,95,5,1.6657048210637748
102,768,2,0.04109384713834914
63,277,4,-1.4561562138311002
160,234,5,-1.2477318982311336
50,246,3,-1.211962792748347
301,98,4,-0.2719069717203909
225,193,4,-0.7464917267474656
290,88,4,-0.5233865534520674
97,194,3,0.1328651139309944
157,274,4,0.6291337570101025
181,1081,1,-0.8544861908715714
278,603,5,1.4533544819787454
276,796,1,-1.6349547711833197
7,32,4,1.463759379872762
10,16,4,-1.055418126667203
284,304,4,0.3369251435577181
201,979,2,0.10954344906574492
276,564,3,-1.6349785369117564
287,327,5,-1.5335323730647148
246,201,5,0.2606263016359961
242,1137,5,-0.7087904862559432
249,241,5,-0.7275040325168232
99,4,5,0.5595697856902593
178,332,3,-0.1320054265503301
251,100,4,0.513308391800228
81,432,2,-1.3087469440556665
260,322,4,1.3267725983730223
25,181,5,0.43499956807426104
59,196,5,0.8750721813816171
72,679,2,-0.6534054853585601
87,384,4,-0.6833534844281032
290,143,5,-0.5716047837378709
42,423,5,-0.4530766750964061
292,515,4,-0.4537709337775111
115,20,3,-0.44122712032418715
20,288,1,-0.7225656264266987
201,219,4,0.10925152358258486
13,526,3,-0.25970111815334074
246,919,4,0.26050560167661263
138,26,5,-0.8429571927356686
167,232,1,1.7233876123507237
60,427,5,-0.03784392629845181
57,304,5,0.03176177539494581
223,274,4,1.5010289074863032
189,512,4,1.8243191639678358
243,15,3,-0.6627104230025672
92,1049,1,1.2580817836585796
246,416,3,0.2608982040251189
194,165,4,-0.7451825532345246
241,690,2,0.696247986983761
178,248,4,-0.13190867945110332
254,1444,3,0.5514222577342939
293,5,3,1.0063428373630185
127,229,5,0.15644502056980858
225,237,5,-0.7465074458119434
299,229,3,-0.9986139188055341
225,480,5,-0.7463006652613717
276,54,3,-1.6351244996533365
291,144,5,-1.6268783532809445
222,366,4,-1.0003070866078625
267,518,5,-0.8527739356338057
42,403,3,-0.4528901047715916
11,111,4,1.5672301217982068
95,625,4,1.015294470319714
8,338,4,-0.7797738516717924
162,25,4,-1.1028193398635984
87,1016,4,-0.6835280783228392
279,154,5,-1.5405732040287516
145,275,2,0.37962542081663647
119,1153,5,-1.6369634430655249
62,498,4,-0.777532949325099
62,382,3,-0.7772168838500622
28,209,4,-0.29335469954181675
135,23,4,-0.6869767287902475
32,294,3,0.033872995459696985
90,382,5,1.4699165748550798
286,208,4,-1.1222119871362652
293,685,3,1.0060797301647346
216,144,4,-0.6164516489566156
166,328,5,0.5368566731783665
250,496,4,-1.0176882550225246
271,132,5,0.43411200232642244
160,174,5,-1.247802634021284
265,118,4,-1.536002886031817
198,498,3,0.12699516613883743
42,96,5,-0.45317192514187304
168,151,5,0.1420716202902949
110,307,4,0.647177933108634
58,144,4,0.14523002946002284
90,648,4,1.470088548905736
271,346,4,0.43331818957029106
62,21,3,-0.777605556432449
279,832,3,-0.4028941231460313
237,514,4,-0.7770102904312105
94,789,4,1.532989695335891
128,485,3,-0.6665550441894412
298,317,4,0.12237563249954941
44,195,5,-0.9695252285941135
264,200,5,0.4853262114490161
194,385,2,-0.7493144216115594
72,195,5,-0.6533048084932139
222,750,5,0.053569918909042356
250,264,3,-1.017934707497731
41,265,3,1.339524502298958
224,245,3,0.8520789326849226
82,135,3,-0.8906014900363107
262,1147,4,-0.6993377145531564
293,471,3,1.006026210492822
216,658,3,-0.6145073503860816
250,140,3,-1.0173963295393647
59,23,5,0.8751118533062516
286,379,5,-1.1218697232204322
244,815,4,-0.5471107386469818
7,479,4,1.4639611078668944
174,368,1,0.5437206646670275
87,274,4,-0.6834270271940531
194,1211,2,-0.7443110808146038
82,1134,2,0.2218541063110603
13,836,2,-0.25994569931134726
13,272,4,0.18891911072728595
244,756,2,-0.547115978335141
305,427,5,0.5228906586532371
95,787,2,1.0153914045506607
43,14,2,0.07988531703044228
299,955,4,1.1179195640025945
57,419,3,0.03173800966650906
84,405,3,-0.014313422433710895
269,504,4,1.4822835488330277
299,111,3,-1.0574191261488892
194,466,4,-0.7490836882008309
160,135,4,-1.247802634021284
99,268,3,0.4022200789497854
10,486,4,-1.055798191190471
259,117,4,-1.647482117045286
85,427,3,-0.762094208163771
303,919,4,-0.7600460514886512
213,273,5,-0.8716341931631455
121,514,3,1.4706860604876144
90,98,5,1.4697984947397758
49,559,2,0.8493073247803818
42,794,3,-0.452938571887065
155,323,2,-0.7780170590846728
68,117,4,-1.2266320482771402
172,177,4,-1.4953483327356585
19,4,4,0.35255401054653995
268,231,4,-1.4567671988968167
5,2,3,-1.4769929565868096
305,117,2,0.5230661882065731
44,294,4,0.01562634284015321
